genome1	genome2	blastANI
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.5535
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.2154
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	84.5382
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.1276
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	85.5228
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0158
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.1629
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.1044
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.8318
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.6632
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.6108
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.6063
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.7583
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.1625
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.9942
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.3645
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.2157
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.6539
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	84.4358
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.0247
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.964
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.9248
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.6571
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.1593
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.4848
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.411
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.3567
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.7022
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	80.9715
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.3299
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	84.9827
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.685
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.1877
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.1458
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.2562
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	84.4004
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	84.6623
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	80.0274
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	82.864
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	82.789
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.0099
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	81.1106
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.7963
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	81.0013
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.5339
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.1835
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	84.4746
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	81.0771
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	85.4677
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	81.0617
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	81.1717
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	81.132
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.8125
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	84.6303
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.5501
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	79.5167
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.7042
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.2236
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.9417
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.3294
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.2532
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.671
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	84.4394
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	81.0582
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.8912
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.962
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.6419
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	81.165
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	84.4365
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.4262
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.3021
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.6169
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.0354
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.3156
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	84.9168
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	84.6807
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.0869
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	81.1506
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.2481
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	84.3747
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	84.5901
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	79.4518
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	78.7541
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	79.2224
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.8275
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	80.2295
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.4847
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	80.4641
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	79.6797
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	79.9778
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	80.0433
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	80.07
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.7718
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	79.9587
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	79.9925
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	79.8666
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	79.9522
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001427565.1_Root63_genomic.fna	80.2422
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	80.1586
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.9298
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	80.2433
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	79.8666
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	79.7957
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	80.3126
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.8485
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	79.9112
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.6408
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	79.8172
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	81.4385
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.7068
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	80.2528
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	79.6286
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	80.0806
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	80.3981
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	79.5583
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	80.4109
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	80.2703
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	80.1928
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	79.5956
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	79.4143
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.7608
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	80.1867
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	79.8394
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	79.8589
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	83.4495
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.0809
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.6399
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.8774
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.7668
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	81.1962
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	83.5689
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.598
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	80.9779
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.1095
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.6022
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	80.9971
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	80.9501
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.4962
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.7482
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001427565.1_Root63_genomic.fna	81.0188
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	78.9846
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.4329
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	81.1066
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.8925
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	84.526
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	81.1967
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.3414
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	82.7394
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.803
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.8171
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.4489
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	80.2433
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	80.9376
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.1728
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.6213
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	81.1538
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	80.3474
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	81.2599
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	81.1581
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.2194
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.3013
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	78.4981
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.9446
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	81.0902
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.5014
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	82.6986
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	83.1051
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	79.8168
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	80.8717
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.0305
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	80.479
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	83.6238
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.5368
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	80.3352
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.4093
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	79.6788
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	80.1495
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	80.1396
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	80.8569
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.866
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001427565.1_Root63_genomic.fna	80.4836
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	78.1349
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	78.5456
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	80.1966
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	82.9143
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.9558
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	80.4477
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	78.4851
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	82.9096
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.1598
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.206
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	79.7307
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	79.4028
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	79.8296
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.2654
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	80.6049
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	80.4979
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	79.3626
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	80.1928
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	80.4772
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.2188
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.3409
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	77.7033
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	80.0219
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	80.445
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	83.4677
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	82.6162
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	80.4893
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	81.212
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	80.2856
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	80.6925
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	84.0479
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.5824
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	80.5628
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	83.1573
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	80.3176
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	80.786
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	80.6376
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	81.3736
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.9804
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	80.766
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	78.9717
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	79.1136
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	80.7473
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	83.094
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.3654
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	80.783
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	79.0796
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	82.637
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	80.2634
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	80.4137
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	80.1759
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	79.7661
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	80.4529
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.1926
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	81.1293
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	80.677
