genome1	genome2	orthoANIu
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.7335
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.8699
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	83.0885
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.3411
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.4462
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9029
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.2459
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	77.9871
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.6736
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	82.9906
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.5696
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.3631
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.4068
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.1584
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.7315
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.7379
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.6607
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	75.9991
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.1938
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.6689
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.2379
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.036
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.5639
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.0225
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.1992
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.085
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.6019
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.4208
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.2855
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.894
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.7472
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.4375
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.4223
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.8778
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.3612
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.9317
GCA_050605505.1_ASM5060550v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.2416
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	76.5866
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	80.9664
GCA_050608825.1_ASM5060882v1_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.2069
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.5504
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.8307
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.2285
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	78.1366
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.7003
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.775
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	82.9332
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.4171
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	84.3607
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.9273
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.2539
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.0963
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.8592
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	83.0672
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.4568
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.5401
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.4535
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	78.2878
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	92.6257
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.7645
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.712
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.199
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	83.2773
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.7138
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	78.1981
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.984
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.5734
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	78.1041
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	83.23
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.0187
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.452
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.6575
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.2208
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.6702
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	83.8025
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	83.3881
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	75.3968
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.7548
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.354
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	82.78
GCA_050608825.1_ASM5060882v1_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	83.2208
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	76.3959
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	75.6746
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	75.9022
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.6615
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	77.2822
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.2832
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	77.1665
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	76.4773
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	76.9296
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	76.6431
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	77.1034
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.5242
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	76.9004
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	76.5305
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	76.6667
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	76.6796
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001427565.1_Root63_genomic.fna	76.9024
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	76.9717
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.265
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	77.0908
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	76.5192
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	76.4188
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	76.7137
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	75.9053
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	76.9216
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.5163
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	76.092
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	78.2113
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	76.9627
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	76.9181
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	76.3807
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	77.195
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	77.0894
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	75.8341
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	76.5347
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	76.9065
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	77.1604
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	76.5258
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	76.0101
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.6176
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	76.7949
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	76.723
GCA_963761325.1_MFD05502.bin.1.233_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	76.7455
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	81.7521
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.1359
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	77.4688
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	79.0654
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.9161
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	78.5249
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	81.7019
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	80.6805
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	78.3391
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.3132
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	77.7203
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	78.1981
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	78.0706
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.664
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	80.6477
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001427565.1_Root63_genomic.fna	78.182
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	75.9002
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	76.1999
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	77.8343
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	81.0428
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	83.1198
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	78.5042
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	76.0046
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	80.8124
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	77.6559
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	77.995
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.5405
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	77.3841
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	77.9679
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	81.5093
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	79.4773
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	78.5549
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	77.3461
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	78.5736
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	78.4432
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	81.4848
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	81.5247
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	74.8916
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	77.743
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	78.0831
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	81.6219
GCA_965650905.1_SRR15517647_binner13_Refined_2_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	80.7744
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000367365.1_ASM36736v1_genomic.fna	81.301
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	76.6871
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	78.4125
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.2002
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	77.704
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	81.9183
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	80.8581
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	77.8847
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.6226
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	76.9558
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	77.5552
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	77.4147
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	78.1174
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	80.5683
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001427565.1_Root63_genomic.fna	77.6436
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	75.4546
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	75.6485
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	77.5143
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	81.2223
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	82.6103
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	77.9404
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	75.4605
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	81.105
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	76.8141
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	77.5109
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	77.0019
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	76.661
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	77.0293
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	81.4036
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	78.4957
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	77.5052
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009862405.1_ASM986240v1_genomic.fna	76.7294
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_009865405.1_ASM986540v1_genomic.fna	77.4296
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_010548705.1_ASM1054870v1_genomic.fna	77.6327
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014138545.1_ASM1413854v1_genomic.fna	81.3607
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014207295.1_ASM1420729v1_genomic.fna	81.6405
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014648555.1_ASM1464855v1_genomic.fna	74.1145
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014648695.1_ASM1464869v1_genomic.fna	76.9168
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649415.1_ASM1464941v1_genomic.fna	77.6533
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649435.1_ASM1464943v1_genomic.fna	81.9624
GCA_965654005.1_SRR29654717_concoct_46_genomic.fna	GCF_014649515.1_ASM1464951v1_genomic.fna	80.9796
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000695235.1_ASM69523v1_genomic.fna	76.8955
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000716335.1_ASM71633v1_genomic.fna	78.3382
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000717745.1_ASM71774v1_genomic.fna	77.2373
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000719655.1_ASM71965v1_genomic.fna	77.6958
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000721105.1_ASM72110v1_genomic.fna	82.8287
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000721435.1_ASM72143v1_genomic.fna	80.859
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_000725705.1_Doro.v1.0_genomic.fna	77.8493
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001013905.1_sleC34_genomic.fna	81.8121
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001187435.1_ASM118743v1_genomic.fna	76.9381
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001279485.1_ASM127948v1_genomic.fna	77.5959
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001280885.1_ASM128088v1_genomic.fna	77.4773
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001418135.1_ASM141813v1_genomic.fna	77.908
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001418175.1_ASM141817v1_genomic.fna	80.9804
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001427565.1_Root63_genomic.fna	77.6221
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001493375.1_Streptomyces_specialis_genomic.fna	75.6317
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001751255.1_ASM175125v1_genomic.fna	75.6054
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001941845.1_ASM194184v1_genomic.fna	77.3817
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_001970135.1_ASM197013v1_genomic.fna	81.407
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_002300165.1_ASM230016v1_genomic.fna	81.8232
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_002551065.1_ASM255106v1_genomic.fna	77.8912
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_003259355.1_ASM325935v1_genomic.fna	75.5095
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_003977835.1_ASM397783v1_genomic.fna	81.3552
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004122755.1_ASM412275v1_genomic.fna	76.8097
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004524875.1_ASM452487v1_genomic.fna	77.5677
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_004684805.1_ASM468480v1_genomic.fna	76.7468
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005405925.1_ASM540592v1_genomic.fna	76.8179
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005519465.1_ASM551946v1_genomic.fna	77.3491
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005869865.1_ASM586986v1_genomic.fna	82.0151
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_005981935.1_ASM598193v1_genomic.fna	78.4984
GCF_000367365.1_ASM36736v1_genomic.fna	GCF_009862245.1_ASM986224v1_genomic.fna	77.7101
